name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,stripped_salt_smiles,neutralized_smiles,inchi,duplicated,D001,fda_approved
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7624,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,"InChI=1S/C3H12NO9P3/c5-14(6,7)1-4(2-15(8,9)10)3-16(11,12)13/h1-3H2,(H2,5,6,7)(H2,8,9,10)(H2,11,12,13)",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7521,O=Cc1cccc(Br)c1,O=Cc1cccc(Br)c1,O=Cc1cccc(Br)c1,InChI=1S/C7H5BrO/c8-7-3-1-2-6(4-7)5-9/h1-5H,False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX27850,COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"InChI=1S/C13H9Cl3O2/c1-17-13-7-9(15)3-5-12(13)18-11-4-2-8(14)6-10(11)16/h2-7H,1H3",False,2.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26739,NCCNC(=O)c1ccc(Cl)cn1,NCCNC(=O)c1ccc(Cl)cn1,NCCNC(=O)c1ccc(Cl)cn1,"InChI=1S/C8H10ClN3O/c9-6-1-2-7(12-5-6)8(13)11-4-3-10/h1-2,5H,3-4,10H2,(H,11,13)",False,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,TOX21206,c1csc(-c2ccc(-c3cccs3)s2)c1,c1csc(-c2ccc(-c3cccs3)s2)c1,c1csc(-c2ccc(-c3cccs3)s2)c1,InChI=1S/C12H8S3/c1-3-9(13-7-1)11-5-6-12(15-11)10-4-2-8-14-10/h1-8H,False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX23829,COc1ccc(N)c(OC)c1,COc1ccc(N)c(OC)c1,COc1ccc(N)c(OC)c1,"InChI=1S/C8H11NO2/c1-10-6-3-4-7(9)8(5-6)11-2/h3-5H,9H2,1-2H3",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX26169,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3",False,0.0,0.0
,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX27383,O=C([O-])c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,O=C([O-])c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,O=C(O)c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,"InChI=1S/C25H24ClN5O4S/c26-22-6-5-21(36-22)20-12-16(29-35-20)13-31-19-4-1-14(25(33)34)11-18(19)28-23(31)24(32)27-15-7-9-30(10-8-15)17-2-3-17/h1,4-6,11-12,15,17H,2-3,7-10,13H2,(H,27,32)(H,33,34)",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3600,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,"InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1431,C=COC(C)=O,C=COC(C)=O,C=COC(C)=O,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6175,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,"InChI=1S/C12H15N3O3/c1-4-7-13-10(16)14(8-5-2)12(18)15(9-6-3)11(13)17/h4-6H,1-3,7-9H2",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27655,CCCCCCCC#N,CCCCCCCC#N,CCCCCCCC#N,"InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20154,C=C(C)C(=O)NCCCN(C)C,C=C(C)C(=O)NCCCN(C)C,C=C(C)C(=O)NCCCN(C)C,"InChI=1S/C9H18N2O/c1-8(2)9(12)10-6-5-7-11(3)4/h1,5-7H2,2-4H3,(H,10,12)",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.0,TOX25804,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,"InChI=1S/C18H19F3N2S/c1-22(2)10-5-11-23-14-6-3-4-7-16(14)24-17-9-8-13(12-15(17)23)18(19,20)21/h3-4,6-9,12H,5,10-11H2,1-2H3",False,2.0,0.0
,,,,,,,,,,,,,,0.0,,0.0,,,1.0,1.0,1.0,1.0,1.0,,,TOX1667,O=CC(Br)(Br)Br,O=CC(Br)(Br)Br,O=CC(Br)(Br)Br,"InChI=1S/C2HBr3O/c3-2(4,5)1-6/h1H",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7542,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,"InChI=1S/C14H10N2O10S2/c17-15(18)11-5-3-9(13(7-11)27(21,22)23)1-2-10-4-6-12(16(19)20)8-14(10)28(24,25)26/h1-8H,(H,21,22,23)(H,24,25,26)",False,2.0,0.0
,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,TOX4471,Nc1cc(Cl)c([N+](=O)[O-])cc1O,Nc1cc(Cl)c([N+](=O)[O-])cc1O,Nc1cc(Cl)c([N+](=O)[O-])cc1O,"InChI=1S/C6H5ClN2O3/c7-3-1-4(8)6(10)2-5(3)9(11)12/h1-2,10H,8H2",False,1.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX28740,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,"InChI=1S/C20H30O2/c1-3-12-11-18-17-6-4-13-10-14(21)5-7-15(13)16(17)8-9-20(18,2)19(12)22/h10,12,15-19,22H,3-9,11H2,1-2H3/t12-,15-,16+,17+,18-,19-,20-/m0/s1",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1030,O=NN(c1ccccc1)c1ccccc1,O=NN(c1ccccc1)c1ccccc1,O=NN(c1ccccc1)c1ccccc1,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,False,2.0,0.0
,,,,,,,,,,,,,,0.0,,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX2369,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,"InChI=1S/C32H47F5O3S/c1-30-17-15-26-25-12-11-24(38)21-23(25)20-22(29(26)27(30)13-14-28(30)39)10-7-5-3-2-4-6-8-18-41(40)19-9-16-31(33,34)32(35,36)37/h11-12,21-22,26-29,38-39H,2-10,13-20H2,1H3/t22-,26-,27+,28+,29-,30+,41?/m1/s1",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX336,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,"InChI=1S/C12H15ClO3/c1-4-15-11(14)12(2,3)16-10-7-5-9(13)6-8-10/h5-8H,4H2,1-3H3",False,1.0,0.0
,,,,,,,,,,,,,,0.0,,,1.0,,,,,0.0,,1.0,,TOX2,CC=O,CC=O,CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,TOX117,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,"InChI=1S/C8H12N4O5/c9-4-1-10-12(8(16)11-4)7-6(15)5(14)3(2-13)17-7/h1,3,5-7,13-15H,2H2,(H2,9,11,16)/t3-,5-,6-,7-/m1/s1",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4918,C=CCNCC=C,C=CCNCC=C,C=CCNCC=C,"InChI=1S/C6H11N/c1-3-5-7-6-4-2/h3-4,7H,1-2,5-6H2",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX4489,Cc1ccc(N)cc1O,Cc1ccc(N)cc1O,Cc1ccc(N)cc1O,"InChI=1S/C7H9NO/c1-5-2-3-6(8)4-7(5)9/h2-4,9H,8H2,1H3",False,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOX31462,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,"InChI=1S/C18H15ClN2O6S2/c1-9-5-13-14(26-8-25-13)7-11(9)6-12(22)17-15(3-4-28-17)29(23,24)21-18-16(19)10(2)20-27-18/h3-5,7,21H,6,8H2,1-2H3",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24494,O=C(Cc1ccccc1)OCCc1ccccc1,O=C(Cc1ccccc1)OCCc1ccccc1,O=C(Cc1ccccc1)OCCc1ccccc1,"InChI=1S/C16H16O2/c17-16(13-15-9-5-2-6-10-15)18-12-11-14-7-3-1-4-8-14/h1-10H,11-13H2",False,2.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,TOX6205,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl3NO2/c7-4-1-3(10(11)12)2-5(8)6(4)9/h1-2H,False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2612,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,"InChI=1S/C17H32NO2/c1-5-7-13(8-6-2)17(19)20-16-11-14-9-10-15(12-16)18(14,3)4/h13-16H,5-12H2,1-4H3/q+1/t14-,15+,16+",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1996,CCC(=O)[O-],CCC(=O)[O-],CCC(=O)O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26095,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,"InChI=1S/C34H63N5O9/c1-17(2)12-23(37-33(47)31(21(9)10)39-34(48)30(20(7)8)38-27(42)14-19(5)6)25(40)15-28(43)35-22(11)32(46)36-24(13-18(3)4)26(41)16-29(44)45/h17-26,30-31,40-41H,12-16H2,1-11H3,(H,35,43)(H,36,46)(H,37,47)(H,38,42)(H,39,48)(H,44,45)/t22-,23-,24-,25-,26-,30-,31-/m0/s1",False,0.0,0.0
,,,,,,,,,,,,,,0.0,,,,,1.0,1.0,,1.0,1.0,,,TOX21461,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,"InChI=1S/C4H4Cl4O2S/c5-3(6)1-11(9,10)2-4(3,7)8/h1-2H2",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1665,CCCCCCCCCCCCCC=O,CCCCCCCCCCCCCC=O,CCCCCCCCCCCCCC=O,"InChI=1S/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,TOX26687,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,"InChI=1S/C16H18N4O3S/c1-9-7-17-12(10(2)14(9)23-4)8-24(21)16-18-11-5-6-13(22-3)19-15(11)20-16/h5-7H,8H2,1-4H3,(H,18,19,20)",False,0.0,0.0
,,,,,,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1418,NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27313,CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,"InChI=1S/C21H29N3O2/c1-6-24(15(2)3)21(25)18-11-16(4)12-20(13-18)26-14-17(5)23-19-7-9-22-10-8-19/h7-13,15,17H,6,14H2,1-5H3,(H,22,23)/t17-/m0/s1",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1605,O=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)O,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1851,CC(C)(O)CCc1ccccc1,CC(C)(O)CCc1ccccc1,CC(C)(O)CCc1ccccc1,"InChI=1S/C11H16O/c1-11(2,12)9-8-10-6-4-3-5-7-10/h3-7,12H,8-9H2,1-2H3",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7390,O=S(=O)(O)c1ccccc1O,O=S(=O)(O)c1ccccc1O,O=S(=O)(O)c1ccccc1O,"InChI=1S/C6H6O4S/c7-5-3-1-2-4-6(5)11(8,9)10/h1-4,7H,(H,8,9,10)",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27754,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,"InChI=1S/C21H28N2O5/c1-23(2)10-11-28-17-8-6-15(7-9-17)14-22-21(24)16-12-18(25-3)20(27-5)19(13-16)26-4/h6-9,12-13H,10-11,14H2,1-5H3,(H,22,24)",False,2.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,TOX8022,BrCc1cccc(Oc2ccccc2)c1,BrCc1cccc(Oc2ccccc2)c1,BrCc1cccc(Oc2ccccc2)c1,"InChI=1S/C13H11BrO/c14-10-11-5-4-8-13(9-11)15-12-6-2-1-3-7-12/h1-9H,10H2",False,2.0,0.0
,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3878,c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,False,3.0,0.0
,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3307,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,"InChI=1S/C21H27N3O2/c1-4-15(12-25)22-21(26)14-8-17-16-6-5-7-18-20(16)13(10-23(18)2)9-19(17)24(3)11-14/h5-8,10,14-15,19,25H,4,9,11-12H2,1-3H3,(H,22,26)/t14-,15+,19-/m1/s1",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27120,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,"InChI=1S/C14H20O/c1-9-7-12(14(4,5)6)8-10(2)13(9)11(3)15/h7-8H,1-6H3",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7400,COC(C)(OC)OC,COC(C)(OC)OC,COC(C)(OC)OC,"InChI=1S/C5H12O3/c1-5(6-2,7-3)8-4/h1-4H3",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX11903,O=C(O)c1ccccn1,O=C(O)c1ccccn1,O=C(O)c1ccccn1,"InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3089,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,"InChI=1S/C30H60N3O3/c1-10-31(11-2,12-3)22-25-34-28-20-19-21-29(35-26-23-32(13-4,14-5)15-6)30(28)36-27-24-33(16-7,17-8)18-9/h19-21H,10-18,22-27H2,1-9H3/q+3",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,1.0,,1.0,0.0,,1.0,1.0,0.0,,0.0,TOX4460,Nc1ccc(/N=N/c2ccccc2)cc1,Nc1ccc(/N=N/c2ccccc2)cc1,Nc1ccc(/N=N/c2ccccc2)cc1,"InChI=1S/C12H11N3/c13-10-6-8-12(9-7-10)15-14-11-4-2-1-3-5-11/h1-9H,13H2/b15-14+",False,2.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6799,Clc1nc(Cl)nc(Cl)n1,Clc1nc(Cl)nc(Cl)n1,Clc1nc(Cl)nc(Cl)n1,InChI=1S/C3Cl3N3/c4-1-7-2(5)9-3(6)8-1,False,0.0,0.0
,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,1.0,0.0,,1.0,,TOX21289,CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C,"InChI=1S/C17H38N/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18(2,3)4/h5-17H2,1-4H3/q+1",False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26485,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",False,1.0,0.0
,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,1.0,,TOX28883,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,"InChI=1S/C31H37N5O3/c1-22-9-11-23(12-10-22)36-29(21-28(34-36)31(2,3)4)33-30(37)32-26-13-14-27(25-8-6-5-7-24(25)26)39-20-17-35-15-18-38-19-16-35/h5-14,21H,15-20H2,1-4H3,(H2,32,33,37)",False,3.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1351,[SnH2+2],[SnH2+2],[SnH2+2],InChI=1S/Sn/q+2,False,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26066,Nc1ccc(C(=O)[O-])c(O)c1,Nc1ccc(C(=O)[O-])c(O)c1,Nc1ccc(C(=O)O)c(O)c1,"InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)",False,1.0,0.0
