parent_smiles,ring_fragment,mol_id
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,Pc1ccccc1,TOX20279
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C,TOX20270
Cc1ccc2ccccc2n1,Cc1ccc2ccccc2n1,TOX20271
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,TOX20274
CCc1cccc(CC)c1N,Cc1cccc(C)c1N,TOX7218
O=C(O)c1ccccc1,Cc1ccccc1,TOX7219
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,TOX3907
c1ccc2cc3c(ccc4ccccc43)cc2c1,c1ccc2cc3c(ccc4ccccc43)cc2c1,TOX3902
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,Cn1c(N)nc2ccccc21,TOX3900
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,CN1C(=O)c2ccccc2NS1(=O)=O,TOX3901
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,TOX3908
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,TOX3909
Cc1ccc(C)c(S(=O)(=O)O)c1,Cc1ccc(C)c(S)c1,TOX24578
O=C(C(Cl)Cl)N1CCOC12CCCCC2,CN1CCOC1(C)C,TOX24575
O=C(C(Cl)Cl)N1CCOC12CCCCC2,NC1(O)CCCCC1,TOX24575
CC1=CC(C)C(C=O)CC1,CC1=CC(C)C(C)CC1,TOX24574
CC(C)c1cccc(O)c1,Cc1cccc(O)c1,TOX24571
CCC(C)(C)C1CCCCC1OC(C)=O,CC1CCCCC1O,TOX24573
COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,Cc1ccc(O)c(O)c1,TOX27844
COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,Cc1cc(O)c(O)c(O)c1,TOX27844
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,Oc1cc2c(cc1O)-c1cc3ccc(O)c(O)c3c[n+]1CC2,TOX27845
C[n+]1ccn(CCO)c1,Cn1cc[n+](C)c1,TOX27848
CCCCCCCCn1cc[n+](C)c1,Cn1cc[n+](C)c1,TOX27849
C[C@@H]([C@H](O)c1ccccc1)N(C)C,Cc1ccccc1,TOX25992
OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,C[C@H]1O[C@@H](N)[C@H](O)[C@@H]1O,TOX25993
OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,Cn1cnc2c(O)ncnc21,TOX25993
Cc1ccc(C(C)C)cc2c(C)ccc1-2,Cc1ccc(C)c2ccc(C)c-2c1,TOX25996
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CC1=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC1=O,TOX25998
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,TOX510
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,CN1CNC(=O)C1(C)C,TOX25198
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,Nc1ccccc1,TOX25198
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,CN1CCC(C)(N)CC1,TOX25198
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,CC1COc2ccccc2O1,TOX25198
c1ccc2nc(N3CCNCC3)ccc2c1,Nc1ccc2ccccc2n1,TOX25190
c1ccc2nc(N3CCNCC3)ccc2c1,CN1CCNCC1,TOX25190
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Cc1ccc(C)o1,TOX25191
Nc1nc2ccc(OC(F)(F)F)cc2s1,Nc1nc2ccc(O)cc2s1,TOX25192
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CC1CCN(C)CC1,TOX25193
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Cc1noc2cc(F)ccc12,TOX25193
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Cc1nc2n(c(=O)c1C)CCCC2,TOX25193
C1COC(NC(C2CC2)C2CC2)=N1,NC1=NCCO1,TOX25194
C1COC(NC(C2CC2)C2CC2)=N1,CC1CC1,TOX25194
C1COC(NC(C2CC2)C2CC2)=N1,CC1CC1,TOX25194
CCCN(CCC)CCc1cccc2c1CC(=O)N2,Cc1cccc2c1CC(=O)N2,TOX25195
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Oc1ccccc1O,TOX25196
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,CN1CCN(C)CC1,TOX25196
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1N,TOX25196
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,TOX2364
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,TOX2367
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,TOX2366
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,CN1C(=O)OC(C)(C)C1=O,TOX2361
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,Nc1cc(Cl)cc(Cl)c1,TOX2361
CC(C)(C)CC(C)(C)c1ccc(O)cc1,Cc1ccc(O)cc1,TOX2360
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,C[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,TOX2369
CC(=O)NC(Cc1ccccc1)C(=O)O,Cc1ccccc1,TOX25697
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,TOX3016
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,Cc1ccc(S)cc1,TOX3011
CCC1(C)CC(=O)NC1=O,CC1(C)CC(=O)NC1=O,TOX3019
CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,CC1C(=O)c2ccccc2C1=O,TOX22509
O=C(O)c1cc2cc(Cc3cccnc3)ccc2o1,Cc1ccc2oc(C)cc2c1,TOX25226
O=C(O)c1cc2cc(Cc3cccnc3)ccc2o1,Cc1cccnc1,TOX25226
NC(=O)Nc1ccccc1,Nc1ccccc1,TOX22507
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,Cc1ccccc1O,TOX25224
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,Cc1nc2[nH]nnc2c(=O)[nH]1,TOX25224
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,Oc1ccc(O)cc1,TOX25222
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,CN1CCOCC1,TOX25222
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,Cc1ccncc1,TOX25220
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,Cc1ccccc1,TOX25220
CC(C)(C)C1CCC(O)CC1,CC1CCC(O)CC1,TOX6623
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,Cn1cnc2c(=O)[nH]cnc21,TOX2927
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,C[C@@H]1CC[C@H](N)O1,TOX2927
CCc1nc(C)c[nH]1,Cc1c[nH]c(C)n1,TOX24744
Cc1ccc(Cl)c(O)c1,Cc1ccc(Cl)c(O)c1,TOX26558
CC1(C)C(=O)C(C)(C)C1=O,CC1(C)C(=O)C(C)(C)C1=O,TOX24745
NC(=O)C1c2ccccc2CCc2ccccc21,CC1c2ccccc2CCc2ccccc21,TOX26551
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,OC1CCCC1,TOX26553
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,TOX26553
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,C[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1,TOX26552
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,Cc1ccc(O)cc1,TOX26552
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,C[C@@H]1CCCN1C,TOX26552
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,Oc1ccc(Cl)cc1,TOX26555
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,Cn1ccnc1,TOX26555
O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,Cn1c2ccccc2c(=O)c2ccccc21,TOX26557
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,Cc1c(F)cccc1F,TOX26556
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,Nc1ccc(Cl)c(O)c1,TOX26556
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,Cc1cnc(O)c(Cl)c1,TOX26556
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C)CC1,TOX26086
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1C(=O)c2nccnc2[C@@H]1O,TOX26086
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Nc1ccc(Cl)cn1,TOX26086
CCCCCCCCCCCCc1ccccc1,Cc1ccccc1,TOX6994
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,TOX26084
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,Cc1csc(N)n1,TOX26084
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2ccc(O)cc2N1,TOX26083
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CN1CCN(C)CC1,TOX26083
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Nc1cccc(Cl)c1Cl,TOX26083
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CC1=C(C)C(C)C(C)=C(C)N1,TOX3373
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,Cc1cccc([N+])c1,TOX3373
Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,Cc1cc(C)c(O)cc1C,TOX26081
Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,Cc1cc(C)c(O)cc1C,TOX26081
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Cc1nn(C)c(=O)n1C,TOX26088
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CN1CCN(C)CC1,TOX26088
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Nc1cccc(Cl)c1,TOX26088
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Oc1ccccc1,TOX26088
O=[N+]([O-])c1ccc2ncccc2c1,[N+]c1ccc2ncccc2c1,TOX984
O=[N+]([O-])c1cccc2cccnc12,[N+]c1cccc2cccnc12,TOX985
O=c1[nH]cc(F)c(=O)[nH]1,O=c1[nH]cc(F)c(=O)[nH]1,TOX634
C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,TOX26889
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Cc1nc2cc(N)ccc2n1C,TOX26888
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O,C[C@@]1(O)CO[C@H](O)[C@H](O)[C@H]1N,TOX26887
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O,N[C@@H]1C[C@H](N)[C@@H](O)[C@@H](O)[C@H]1O,TOX26887
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O,CC1=CC[C@@H](N)[C@@H](O)O1,TOX26887
O=C(NNCS(=O)(=O)O)c1ccncc1,Cc1ccncc1,TOX26885
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,Cc1cc2c(cc1S)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,TOX26881
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,C[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,TOX26332
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1ccccc1,TOX2577
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CC1=NCc2nnc(C)n2-c2ccc(Cl)cc21,TOX2577
CCc1ccccc1CC,Cc1ccccc1C,TOX7866
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,Cc1cc(O)ccc1S,TOX4102
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,Cc1ccccc1S,TOX4101
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,Cc1nc(N)nc(O)n1,TOX4101
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,Cc1ccccc1C,TOX4100
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,Cc1cn(C)cc(C)c1=O,TOX4107
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,Cc1ccccc1,TOX4107
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,Cc1cccc(C)c1,TOX4107
c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,TOX4105
c1ccc2c(c1)-c1cccc3cccc-2c13,c1ccc2c(c1)-c1cccc3cccc-2c13,TOX4104
CC(=O)CC(C)(C)C1CCCCC1,CC1CCCCC1,TOX27682
CC1(O)CSC(C)(O)CS1,CC1(O)CSC(C)(O)CS1,TOX27683
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,Nc1cccc(O)c1,TOX4109
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,Cc1ccccc1C,TOX4109
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,Cc1ccc(O)cc1,TOX4108
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,Cc1cncnc1,TOX4108
CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,TOX27686
C/C=C(\C)C(=O)OCCc1ccccc1,Cc1ccccc1,TOX27684
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,CN1[C@@H]2CC[C@H]1C[C@@H](O)C2,TOX25099
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,Cc1ccccc1,TOX25099
CCNc1nc(NC(C)CC)nc(OC)n1,Nc1nc(N)nc(O)n1,TOX17594
CCNc1nc(NCC)nc(SC)n1,Nc1nc(N)nc(S)n1,TOX17596
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,TOX21699
Cc1ccnc2ccccc12,Cc1ccnc2ccccc12,TOX27067
O=C(O)CCc1ccccc1,Cc1ccccc1,TOX27064
COc1ccccc1OC,Oc1ccccc1O,TOX27065
COc1cccc(OC)c1,Oc1cccc(O)c1,TOX27060
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,CC1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](O)[C@@]2(C)O1,TOX20484
O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,Cc1nc2cc(S)ccc2[nH]1,TOX18852
O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,Cc1ccccc1,TOX18852
CCC(C)c1nccnc1OC,Cc1nccnc1O,TOX27082
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1N,Cc1ccc(N)c(C)c1,TOX24904
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1N,C=C1C=CC(=N)C=C1,TOX24904
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1N,Nc1ccc(S)cc1S,TOX24904
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1N,Cc1ccc(N)cc1,TOX24904
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1N,Nc1ccc(S)cc1,TOX24904
CC1(C)CC(=O)CC(C)(C)N1[O],CC1(C)CC(=O)CC(C)(C)N1[O],TOX24905
OCC1CC2CC1C1CCC(CO)C21,CC1CC2CC1C1CCC(C)C21,TOX24900
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,Cc1ccc(C)c(C)c1,TOX24901
CC1(C)C(O)C(C)(C)C1O,CC1(C)C(O)C(C)(C)C1O,TOX24908
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,Cc1ccccc1,TOX25710
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,CN1C(=O)N(C)C(=O)C(C)(C)C1=O,TOX25710
O=C1OC(=O)c2cccc3cccc1c23,O=C1OC(=O)c2cccc3cccc1c23,TOX6505
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,C=C1CCN(C)CC1,TOX25863
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,C=C1c2ccccc2Sc2ccccc21,TOX25863
CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H](CCCCN)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,CC1=C(O)[C@@H](N)[C@@H]2CC3C(=C(O)[C@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O,TOX25344
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,C[C@@H]1C[C@H](N)[C@@H](O)[C@H](O)O1,TOX2993
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,C[C@H]1[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@@H]1O,TOX2993
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O,TOX2993
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,N[C@@H]1[C@@H](O)[C@H](O)[C@H](N)[C@@H](O)[C@H]1O,TOX2624
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,C[C@@H]1CC[C@@H](N)[C@@H](O)O1,TOX2624
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,C[C@@H]1C[C@H](N)[C@@H](O)[C@H](O)O1,TOX2994
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,C[C@H]1[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@@H]1O,TOX2994
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O,TOX2994
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,Cc1ccc(O)cc1,TOX2628
CCCNC(C)(C)COC(=O)c1ccccc1,Cc1ccccc1,TOX25341
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Cc1ccccc1,TOX2998
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,TOX2998
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,TOX2999
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,CC1CCCC1,TOX2999
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C[C@H]1O[C@@](C)(O)[C@@H](O)[C@@H]1O,TOX22423
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,TOX22423
OCC(O)c1ccccc1,Cc1ccccc1,TOX22422
CC1=CC(=O)c2ccccc2C1=O,CC1=CC(=O)c2ccccc2C1=O,TOX1715
