,pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
1501,PEXIDARTINIB HYDROCHLORIDE,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,CHEMBL3989973,2019,Small molecule,,0,False,0,True,0,True,False,False,453.0734855320001
1502,TEMAFLOXACIN HYDROCHLORIDE,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl,CHEMBL2107495,1992,Small molecule,Antibacterial (microbial DNA topoisomerase inhibitor),0,True,0,True,0,False,False,False,453.1067038080001
1503,NETARSUDIL,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,CHEMBL4594250,2017,Small molecule,,0,False,0,True,0,False,False,True,453.2052417240001
1504,SITAXENTAN,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,CHEMBL282724,2006,Small molecule,,0,True,0,True,0,False,False,False,454.00600588
1505,CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CHEMBL1435,1973,Small molecule,Antibacterial (systemic),0,False,0,True,1,False,True,False,454.0300139280001
1506,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,CHEMBL1289494,2021,Small molecule,,0,False,0,True,0,True,False,False,454.104397388
1507,NAFCILLIN SODIUM,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],CHEMBL1568276,1965,Small molecule,,0,False,0,True,1,True,True,False,454.117451736
1508,METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,1953,Small molecule,Antineoplastic,0,False,0,True,1,True,True,False,454.1713158039999
1509,HALCINONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,CHEMBL1200845,1974,Small molecule,Anti-Inflammatory (topical),0,False,0,True,1,False,False,True,454.1922300239999
1510,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL6966,1981,Small molecule,"Anti-Anginal; Cardiac Depressant (anti-arrhythmic),Vasodilator (coronary)",0,False,0,True,0,True,True,False,454.28315769599993
1511,CEFOTAXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CHEMBL1730,1981,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,455.056939884
1512,CLEVIDIPINE,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1237132,2008,Small molecule,,0,False,0,True,0,False,True,False,455.090242816
1513,SELUMETINIB,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CHEMBL1614701,2020,Small molecule,,0,False,0,True,0,True,False,False,456.00000834
1514,RIBOFLAVIN 5'-PHOSPHATE,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,CHEMBL1201794,1985,Small molecule,Vitamin,0,False,0,True,1,False,True,True,456.1046148819999
1515,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,CHEMBL593,1997,Small molecule,Antiviral,0,False,0,True,0,True,False,False,456.194359756
1516,LEVOCABASTINE HYDROCHLORIDE,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,CHEMBL1237102,1993,Small molecule,Antihistaminic,0,False,0,True,0,False,False,True,456.1979840999999
1517,TESTOSTERONE UNDECANOATE,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL2107067,2014,Small molecule,,0,False,0,True,1,False,True,False,456.360345396
1518,TOPOTECAN HYDROCHLORIDE,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,CHEMBL1607,1996,Small molecule,Antineoplastic (DNA topoisomerase I Inhibitor),0,False,0,True,1,True,True,False,457.140448548
1519,MINOCYCLINE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CHEMBL1434,1971,Small molecule,Antibacterial,0,False,0,True,1,True,True,True,457.1849002039999
1520,ASTEMIZOLE,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CHEMBL296419,1988,Small molecule,Antihistaminic; Anti-Allergic,0,True,0,True,0,True,False,False,458.248189832
1521,PREDNISOLONE TEBUTATE,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL1200909,1956,Small molecule,Glucocorticoid,0,False,0,True,1,False,True,False,458.266838936
1522,FLURAZEPAM HYDROCHLORIDE,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,CHEMBL3989724,1970,Small molecule,,0,False,0,True,0,True,False,False,459.10472368
1523,LEVOMEFOLIC ACID,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL1231574,2010,Small molecule,,0,False,0,True,1,True,False,False,459.1866315199999
1524,TERAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,CHEMBL3989562,1987,Small molecule,,0,False,0,True,0,True,False,False,459.18846136
1525,APIXABAN,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,CHEMBL231779,2012,Small molecule,,0,False,0,True,0,True,False,False,459.19065428
1526,CERIVASTATIN,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,CHEMBL1477,1997,Small molecule,Inhibitor (HMG-CoA reductase); Antihyperlipidemic,0,True,0,True,0,True,False,False,459.242101408
1527,LEVOCETIRIZINE DIHYDROCHLORIDE,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1201190,2007,Small molecule,,0,False,0,True,0,True,False,False,460.108725764
1528,CETIRIZINE HYDROCHLORIDE,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1607273,1995,Small molecule,,0,False,0,True,0,True,False,False,460.108725764
1529,LOSARTAN POTASSIUM,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CHEMBL995,1995,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,460.11806868400015
1530,PONESIMOD,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,CHEMBL1096146,2021,Small molecule,,0,False,0,True,0,True,False,False,460.12235596
1531,APREMILAST,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CHEMBL514800,2014,Small molecule,,0,False,0,True,0,True,False,False,460.130422108
1532,OXYTETRACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CHEMBL1517,1964,Small molecule,"Antibacterial,Antirickettsial; Antibacterial",0,False,0,True,1,True,True,True,460.1481803479999
1533,CLINDAMYCIN HYDROCHLORIDE,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,CHEMBL1200588,1970,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,460.156548548
1534,BENAZEPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,CHEMBL1694,1991,Small molecule,Enzyme Inhibitor (angiotensin-converting),0,False,0,True,0,True,False,False,460.176499708
1535,DIFENOXIN HYDROCHLORIDE,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,CHEMBL1200599,1978,Small molecule,,0,False,0,True,0,True,False,False,460.191755848
1536,LINCOMYCIN HYDROCHLORIDE,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl.O,CHEMBL3989551,1964,Small molecule,,0,False,0,True,1,True,True,False,460.201000204
1537,AZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1537,1982,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,461.136904456
1538,BITOLTEROL,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,CHEMBL1201295,1984,Small molecule,Bronchodilator,0,False,0,True,0,False,False,True,461.220223092
1539,PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL1423,1984,Small molecule,Antipsychotic,0,False,0,True,0,True,False,False,461.227868988
1540,RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,CHEMBL111,2006,Small molecule,,0,True,0,True,0,False,False,False,462.078094332
1541,ELETRIPTAN HYDROBROMIDE,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CHEMBL1201003,2002,Small molecule,,0,False,0,True,0,True,False,False,462.097661204
1542,CARIPRAZINE HYDROCHLORIDE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl,CHEMBL2024517,2015,Small molecule,,0,False,0,True,0,True,False,False,462.171994716
1543,HYDROCORTISONE HEMISUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,CHEMBL977,1955,Small molecule,"Adrenocortical Steroid,Glucocorticoid",0,False,0,True,1,False,True,False,462.22536804799984
1544,AMODIAQUINE HYDROCHLORIDE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,CHEMBL1357648,1982,Small molecule,,0,False,0,True,0,True,False,False,463.1196247959999
1545,MORICIZINE HYDROCHLORIDE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl,CHEMBL1200334,1990,Small molecule,,0,False,0,True,0,True,False,False,463.13325499199993
1546,TAFENOQUINE,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,CHEMBL298470,2018,Small molecule,,0,False,0,True,0,True,False,False,463.2082764160001
1547,SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,2005,Small molecule,,0,False,0,True,0,True,False,False,464.086302712
1548,ENZALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CHEMBL1082407,2012,Small molecule,,0,False,0,True,0,True,False,False,464.093009632
1549,DEMECLOCYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CHEMBL1591,1960,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,464.098643312
1550,BACAMPICILLIN,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,CHEMBL1583,1980,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,465.15697120400006
1551,CISAPRIDE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CHEMBL1729,1993,Small molecule,Stimulant (peristaltic),0,True,0,True,0,True,False,False,465.183062308
1552,ACALABRUTINIB,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CHEMBL3707348,2017,Small molecule,,0,False,0,True,0,True,False,False,465.1913229760001
1553,ZIPRASIDONE HYDROCHLORIDE,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,CHEMBL1375743,2001,Small molecule,,0,False,0,True,0,True,False,False,466.099702368
1554,SPIRAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,CHEMBL431,1994,Small molecule,Enzyme Inhibitor (angiotensin-converting),0,False,0,True,0,True,False,False,466.15961406
1555,LOTEPREDNOL ETABONATE,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL1200865,1998,Small molecule,Anti-Inflammatory (topical),0,False,0,True,1,False,False,True,466.175831012
1556,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1159650,1985,Small molecule,Anti-Inflammatory,0,False,0,True,1,False,False,True,466.192230024
1557,TOBRAMYCIN,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,CHEMBL1747,1975,Small molecule,Antibacterial,0,False,0,True,1,False,True,True,467.2591277640001
1558,BUPRENORPHINE,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CHEMBL511142,1981,Small molecule,Analgesic,0,False,0,True,1,False,True,True,467.303558792
1559,CROMOLYN,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,CHEMBL428880,1982,Small molecule,Anti-Asthmatic (prophylactic),0,False,0,True,0,True,False,True,468.0692613319999
1560,IVABRADINE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,CHEMBL471737,2015,Small molecule,,0,False,0,True,0,True,False,False,468.262422252
1561,DICLOXACILLIN,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL893,1968,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,469.026597004
1562,DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,CHEMBL2110732,2018,Small molecule,,0,False,0,True,0,True,False,False,469.16808094
1563,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,CHEMBL1200955,1998,Small molecule,,0,False,0,True,0,False,True,False,469.186730044
1564,NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CHEMBL623,1994,Small molecule,Antidepressant,0,True,0,True,0,True,False,False,469.224452944
1565,BAZEDOXIFENE,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,CHEMBL46740,2009,Small molecule,,0,False,0,True,0,True,False,False,470.256942948
1566,CEFMETAZOLE,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CHEMBL1201195,1989,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,471.04532964400016
1567,BICTEGRAVIR SODIUM,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c([O-])c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2.[Na+],CHEMBL3989867,2018,Small molecule,,0,False,0,True,0,True,False,False,471.101799584
1568,PEMETREXED DISODIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],CHEMBL2360464,2004,Small molecule,,0,False,0,True,0,False,True,False,471.113071888
1569,TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL17157,1985,Small molecule,Antihistaminic,0,True,0,True,0,False,False,False,471.313729552
1570,CLOFAZIMINE,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,CHEMBL1292,1986,Small molecule,Antibacterial (tuberculostatic); Antibacterial (leprostatic),0,False,0,True,0,True,False,False,472.122152064
1571,BETAMETHASONE PHOSPHORIC ACID,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,CHEMBL1201207,1965,Small molecule,Glucocorticoid,0,False,0,True,1,False,True,False,472.1662327699999
1572,DEXAMETHASONE PHOSPHORIC ACID,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,CHEMBL1201302,1959,Small molecule,Glucocorticoid,0,False,0,True,1,False,True,True,472.1662327699999
1573,LINAGLIPTIN,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,2011,Small molecule,,0,False,0,True,1,True,False,False,472.233522136
1574,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,CHEMBL2035187,2022,Small molecule,,0,False,0,True,1,True,False,False,472.247440884
1575,ENASIDENIB,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,CHEMBL3989908,2017,Small molecule,,0,False,0,True,0,True,False,False,473.1398774840001
1576,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,CHEMBL1201733,2009,Small molecule,,0,False,0,True,0,True,False,False,473.140071688
1577,LEVOLEUCOVORIN,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,CHEMBL1908841,2008,Small molecule,Antidote (to folic acid antagonists),0,False,0,True,1,False,True,False,473.1658960759999
1578,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CHEMBL81,1997,Small molecule,Anti-Estrogen,0,False,0,True,0,True,False,False,473.166079344
1579,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,2011,Small molecule,,0,False,0,True,0,True,False,False,474.1066663280001
1580,QUINAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,CHEMBL1201011,1991,Small molecule,Enzyme Inhibitor (angiotensin-converting); Antihypertensive,0,False,0,True,0,True,False,False,474.192149772
1581,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CHEMBL192,1998,Small molecule,Impotence Therapy,0,False,0,True,0,True,True,False,474.20492444
1582,METHYLPREDNISOLONE HEMISUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,CHEMBL1201265,1959,Small molecule,"Adrenocortical Steroid,Glucocorticoid",0,False,0,True,1,False,True,False,474.2253680479999
1583,MACIMORELIN,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,CHEMBL278623,2017,Small molecule,,0,False,0,True,0,True,False,False,474.23793882
1584,CLOXACILLIN SODIUM,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],CHEMBL1200388,1974,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,475.05807828799993
1585,ERTAPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,CHEMBL1359,2001,Small molecule,,0,False,0,True,1,False,True,False,475.14132114
1586,ULIPRISTAL ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CHEMBL260538,2010,Small molecule,,0,True,0,True,1,True,False,False,475.2722586640001
1587,HYDROCORTAMATE,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL1201263,1956,Small molecule,,0,False,0,True,1,False,False,True,475.293388032
1588,NETILMICIN,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CHEMBL1572,1983,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,475.3005986519999
1589,SITAXENTAN SODIUM,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+],CHEMBL2105740,2006,Small molecule,,0,True,0,True,0,False,False,False,475.987950128
1590,CEFAZOLIN SODIUM,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],CHEMBL1200523,1973,Small molecule,Antibacterial (systemic),0,False,0,True,1,False,True,False,476.0119581760002
1591,TENOFOVIR ALAFENAMIDE,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,CHEMBL2107825,2015,Small molecule,,0,False,0,True,1,True,False,False,476.19370465800006
1592,LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CHEMBL841,1976,Small molecule,Antiperistaltic,0,False,0,True,0,True,False,False,476.223055976
1593,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1497,1967,Small molecule,Glucocorticoid,0,False,0,True,1,False,False,True,476.257417124
1594,CEFOTAXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],CHEMBL1010,1981,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,477.0388841320001
1595,APALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,CHEMBL3183409,2018,Small molecule,,0,False,0,True,0,True,False,False,477.0882586
1596,PRALATREXATE,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL1201746,2009,Small molecule,,0,False,0,True,1,False,True,False,477.1760668359999
1597,VILAZODONE HYDROCHLORIDE,Cl.N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,CHEMBL1615374,2011,Small molecule,,0,False,0,True,0,True,False,False,477.193152816
1598,CHLORTETRACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL404520,1950,Small molecule,"Antibacterial; Antiprotozoal,Antiprotozoal; Antibacterial",0,False,0,True,1,False,False,True,478.114293376
1599,METHACYCLINE HYDROCHLORIDE,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,CHEMBL2146123,1982,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,478.114293376
1600,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1200449,1959,Small molecule,Glucocorticoid,0,False,0,True,1,True,True,False,478.200296172
1601,FOSDENOPTERIN HYDROBROMIDE,Br.Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2.O.O,CHEMBL4594300,2021,Small molecule,,0,False,0,True,1,False,True,False,479.0052905379999
1602,TRIFLUOPERAZINE HYDROCHLORIDE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,CHEMBL1257040,1959,Small molecule,,0,False,0,True,0,True,True,False,479.117658852
1603,NICARDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,1988,Small molecule,Vasodilator,0,False,0,True,0,True,True,False,479.205635648
1604,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CHEMBL186,1996,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,480.1249598680001
